hex_string,utf8_string,emoji_desc
1F468 1F3FE 200D 1F3EB,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,man teacher: medium-dark skin tone
1F468 1F3FF 200D 1F3EB,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,man teacher: dark skin tone
1F469 200D 1F3EB,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,woman teacher
1F469 1F3FB 200D 1F3EB,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,woman teacher: light skin tone
1F469 1F3FC 200D 1F3EB,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,woman teacher: medium-light skin tone
1F469 1F3FD 200D 1F3EB,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,woman teacher: medium skin tone
1F469 1F3FE 200D 1F3EB,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,woman teacher: medium-dark skin tone
1F469 1F3FF 200D 1F3EB,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ab,woman teacher: dark skin tone
1F9D1 200D 2696 FE0F,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,judge
1F9D1 200D 2696,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00e2\u009a\u0096,judge
1F9D1 1F3FB 200D 2696 FE0F,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,judge: light skin tone
1F9D1 1F3FB 200D 2696,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u009a\u0096,judge: light skin tone
1F9D1 1F3FC 200D 2696 FE0F,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,judge: medium-light skin tone
1F9D1 1F3FC 200D 2696,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u009a\u0096,judge: medium-light skin tone
1F9D1 1F3FD 200D 2696 FE0F,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,judge: medium skin tone
1F9D1 1F3FD 200D 2696,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u009a\u0096,judge: medium skin tone
1F9D1 1F3FE 200D 2696 FE0F,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,judge: medium-dark skin tone
1F9D1 1F3FE 200D 2696,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u009a\u0096,judge: medium-dark skin tone
1F9D1 1F3FF 200D 2696 FE0F,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,judge: dark skin tone
1F9D1 1F3FF 200D 2696,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u009a\u0096,judge: dark skin tone
1F468 200D 2696 FE0F,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,man judge
1F468 200D 2696,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00e2\u009a\u0096,man judge
1F468 1F3FB 200D 2696 FE0F,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,man judge: light skin tone
1F468 1F3FB 200D 2696,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u009a\u0096,man judge: light skin tone
1F468 1F3FC 200D 2696 FE0F,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,man judge: medium-light skin tone
1F468 1F3FC 200D 2696,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u009a\u0096,man judge: medium-light skin tone
1F468 1F3FD 200D 2696 FE0F,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,man judge: medium skin tone
1F468 1F3FD 200D 2696,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u009a\u0096,man judge: medium skin tone
1F468 1F3FE 200D 2696 FE0F,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,man judge: medium-dark skin tone
1F468 1F3FE 200D 2696,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u009a\u0096,man judge: medium-dark skin tone
1F468 1F3FF 200D 2696 FE0F,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,man judge: dark skin tone
1F468 1F3FF 200D 2696,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u009a\u0096,man judge: dark skin tone
1F469 200D 2696 FE0F,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,woman judge
1F469 200D 2696,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00e2\u009a\u0096,woman judge
1F469 1F3FB 200D 2696 FE0F,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,woman judge: light skin tone
1F469 1F3FB 200D 2696,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u009a\u0096,woman judge: light skin tone
1F469 1F3FC 200D 2696 FE0F,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,woman judge: medium-light skin tone
1F469 1F3FC 200D 2696,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u009a\u0096,woman judge: medium-light skin tone
1F469 1F3FD 200D 2696 FE0F,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,woman judge: medium skin tone
1F469 1F3FD 200D 2696,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u009a\u0096,woman judge: medium skin tone
1F469 1F3FE 200D 2696 FE0F,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,woman judge: medium-dark skin tone
1F469 1F3FE 200D 2696,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u009a\u0096,woman judge: medium-dark skin tone
1F469 1F3FF 200D 2696 FE0F,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u009a\u0096\u00ef\u00b8\u008f,woman judge: dark skin tone
1F469 1F3FF 200D 2696,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u009a\u0096,woman judge: dark skin tone
1F9D1 200D 1F33E,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,farmer
1F9D1 1F3FB 200D 1F33E,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,farmer: light skin tone
1F9D1 1F3FC 200D 1F33E,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,farmer: medium-light skin tone
1F9D1 1F3FD 200D 1F33E,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,farmer: medium skin tone
1F9D1 1F3FE 200D 1F33E,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,farmer: medium-dark skin tone
1F9D1 1F3FF 200D 1F33E,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,farmer: dark skin tone
1F468 200D 1F33E,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,man farmer
1F468 1F3FB 200D 1F33E,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,man farmer: light skin tone
1F468 1F3FC 200D 1F33E,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,man farmer: medium-light skin tone
1F468 1F3FD 200D 1F33E,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,man farmer: medium skin tone
1F468 1F3FE 200D 1F33E,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,man farmer: medium-dark skin tone
1F468 1F3FF 200D 1F33E,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,man farmer: dark skin tone
1F469 200D 1F33E,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,woman farmer
1F469 1F3FB 200D 1F33E,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,woman farmer: light skin tone
1F469 1F3FC 200D 1F33E,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,woman farmer: medium-light skin tone
1F469 1F3FD 200D 1F33E,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,woman farmer: medium skin tone
1F469 1F3FE 200D 1F33E,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,woman farmer: medium-dark skin tone
1F469 1F3FF 200D 1F33E,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008c\u00be,woman farmer: dark skin tone
1F9D1 200D 1F373,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,cook
1F9D1 1F3FB 200D 1F373,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,cook: light skin tone
1F9D1 1F3FC 200D 1F373,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,cook: medium-light skin tone
1F9D1 1F3FD 200D 1F373,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,cook: medium skin tone
1F9D1 1F3FE 200D 1F373,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,cook: medium-dark skin tone
1F9D1 1F3FF 200D 1F373,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,cook: dark skin tone
1F468 200D 1F373,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,man cook
1F468 1F3FB 200D 1F373,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,man cook: light skin tone
1F468 1F3FC 200D 1F373,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,man cook: medium-light skin tone
1F468 1F3FD 200D 1F373,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,man cook: medium skin tone
1F468 1F3FE 200D 1F373,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,man cook: medium-dark skin tone
1F468 1F3FF 200D 1F373,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,man cook: dark skin tone
1F469 200D 1F373,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,woman cook
1F469 1F3FB 200D 1F373,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,woman cook: light skin tone
1F469 1F3FC 200D 1F373,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,woman cook: medium-light skin tone
1F469 1F3FD 200D 1F373,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,woman cook: medium skin tone
1F469 1F3FE 200D 1F373,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,woman cook: medium-dark skin tone
1F469 1F3FF 200D 1F373,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008d\u00b3,woman cook: dark skin tone
1F9D1 200D 1F527,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,mechanic
1F9D1 1F3FB 200D 1F527,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,mechanic: light skin tone
1F9D1 1F3FC 200D 1F527,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,mechanic: medium-light skin tone
1F9D1 1F3FD 200D 1F527,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,mechanic: medium skin tone
1F9D1 1F3FE 200D 1F527,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,mechanic: medium-dark skin tone
1F9D1 1F3FF 200D 1F527,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,mechanic: dark skin tone
1F468 200D 1F527,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,man mechanic
1F468 1F3FB 200D 1F527,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,man mechanic: light skin tone
1F468 1F3FC 200D 1F527,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,man mechanic: medium-light skin tone
1F468 1F3FD 200D 1F527,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,man mechanic: medium skin tone
1F468 1F3FE 200D 1F527,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,man mechanic: medium-dark skin tone
1F468 1F3FF 200D 1F527,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,man mechanic: dark skin tone
1F469 200D 1F527,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,woman mechanic
1F469 1F3FB 200D 1F527,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,woman mechanic: light skin tone
1F469 1F3FC 200D 1F527,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,woman mechanic: medium-light skin tone
1F469 1F3FD 200D 1F527,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,woman mechanic: medium skin tone
1F469 1F3FE 200D 1F527,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,woman mechanic: medium-dark skin tone
1F469 1F3FF 200D 1F527,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0094\u00a7,woman mechanic: dark skin tone
1F9D1 200D 1F3ED,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,factory worker
1F9D1 1F3FB 200D 1F3ED,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,factory worker: light skin tone
1F9D1 1F3FC 200D 1F3ED,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,factory worker: medium-light skin tone
1F9D1 1F3FD 200D 1F3ED,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,factory worker: medium skin tone
1F9D1 1F3FE 200D 1F3ED,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,factory worker: medium-dark skin tone
1F9D1 1F3FF 200D 1F3ED,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,factory worker: dark skin tone
1F468 200D 1F3ED,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,man factory worker
1F468 1F3FB 200D 1F3ED,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,man factory worker: light skin tone
1F468 1F3FC 200D 1F3ED,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,man factory worker: medium-light skin tone
1F468 1F3FD 200D 1F3ED,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,man factory worker: medium skin tone
1F468 1F3FE 200D 1F3ED,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,man factory worker: medium-dark skin tone
1F468 1F3FF 200D 1F3ED,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,man factory worker: dark skin tone
1F469 200D 1F3ED,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,woman factory worker
1F469 1F3FB 200D 1F3ED,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,woman factory worker: light skin tone
1F469 1F3FC 200D 1F3ED,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,woman factory worker: medium-light skin tone
1F469 1F3FD 200D 1F3ED,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,woman factory worker: medium skin tone
1F469 1F3FE 200D 1F3ED,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,woman factory worker: medium-dark skin tone
1F469 1F3FF 200D 1F3ED,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u008f\u00ad,woman factory worker: dark skin tone
1F9D1 200D 1F4BC,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,office worker
1F9D1 1F3FB 200D 1F4BC,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,office worker: light skin tone
1F9D1 1F3FC 200D 1F4BC,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,office worker: medium-light skin tone
1F9D1 1F3FD 200D 1F4BC,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,office worker: medium skin tone
1F9D1 1F3FE 200D 1F4BC,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,office worker: medium-dark skin tone
1F9D1 1F3FF 200D 1F4BC,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,office worker: dark skin tone
1F468 200D 1F4BC,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,man office worker
1F468 1F3FB 200D 1F4BC,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,man office worker: light skin tone
1F468 1F3FC 200D 1F4BC,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,man office worker: medium-light skin tone
1F468 1F3FD 200D 1F4BC,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,man office worker: medium skin tone
1F468 1F3FE 200D 1F4BC,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,man office worker: medium-dark skin tone
1F468 1F3FF 200D 1F4BC,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,man office worker: dark skin tone
1F469 200D 1F4BC,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,woman office worker
1F469 1F3FB 200D 1F4BC,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,woman office worker: light skin tone
1F469 1F3FC 200D 1F4BC,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,woman office worker: medium-light skin tone
1F469 1F3FD 200D 1F4BC,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,woman office worker: medium skin tone
1F469 1F3FE 200D 1F4BC,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,woman office worker: medium-dark skin tone
1F469 1F3FF 200D 1F4BC,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0092\u00bc,woman office worker: dark skin tone
1F9D1 200D 1F52C,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,scientist
1F9D1 1F3FB 200D 1F52C,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,scientist: light skin tone
1F9D1 1F3FC 200D 1F52C,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,scientist: medium-light skin tone
1F9D1 1F3FD 200D 1F52C,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,scientist: medium skin tone
1F9D1 1F3FE 200D 1F52C,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,scientist: medium-dark skin tone
1F9D1 1F3FF 200D 1F52C,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,scientist: dark skin tone
1F468 200D 1F52C,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,man scientist
1F468 1F3FB 200D 1F52C,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,man scientist: light skin tone
1F468 1F3FC 200D 1F52C,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,man scientist: medium-light skin tone
1F468 1F3FD 200D 1F52C,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,man scientist: medium skin tone
1F468 1F3FE 200D 1F52C,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,man scientist: medium-dark skin tone
1F468 1F3FF 200D 1F52C,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,man scientist: dark skin tone
1F469 200D 1F52C,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,woman scientist
1F469 1F3FB 200D 1F52C,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u0094\u00ac,woman scientist: light skin tone
